计算元件基本参数及相互连接关系文件											
元件个数（上下游边界不算做计算元件）											
1585											
各类型个数											
渠道	渐变段	倒虹吸	节制闸	分水口							
486	CH486-白马河倒虹吸-渠道渐变段	850.512	853.326	21.5	3.5	77.950	77.832	85.793	85.793	0.015	
487	CH487-渠道渐变段-渠道渐变段	853.346	854.526	15	2.75	77.832	77.784	85.793	85.793	0.015	
488	CH488-渠道渐变段-渠道渐变段	854.546	856.717	18.5	2	77.784	77.696	85.793	85.683	0.015	
489	CH489-渠道渐变段-渠道渐变段	856.727	861.524	22	2.25	77.696	77.504	85.682	85.637	0.015	
490	CH490-渠道渐变段-小马河渠道倒虹吸	861.534	862.689	21	2	77.504	77.457	85.637	85.326	0.015	
491	CH491-小马河渠道倒虹吸-刘家庄分水口	863.249	866.945	21.5	2	77.137	76.987	85.005	84.842	0.015	
492	CH492-刘家庄分水口-李阳河退水闸	866.945	867.896	22	2	76.987	76.987	84.825	84.823	0.015	
493	CH493-李阳河退水闸-李阳河倒虹吸	867.896	868.046	22	2	76.987	76.944	84.823	84.823	0.015	
494	CH494-李阳河倒虹吸出口渠道	868.402	868.487	19.5	3	75.533	75.533	82.033	82.033	0.015	
495	CH495-渠道渐变段-内磨铁路倒虹吸	868.559	870.146	22	2	76.658	76.594	84.538	84.478	0.015	
496	CH496-内磨铁路倒虹吸-渠道渐变段	870.316	872.444	31.4	2	76.515	76.431	84.399	84.322	0.015	
497	CH497-渠道渐变段-渠道渐变段	872.464	873.953	22	2	76.431	76.355	84.321	84.174	0.015	
498	CH498-渠道渐变段-渠道渐变段	873.973	875.864	19	1	76.355	76.259	84.173	84.037	0.015	
499	CH499-渠道渐变段-渠道渐变段	875.884	877.654	23.5	1	76.259	76.158	84.035	83.882	0.015	
500	CH500-渠道渐变段-渠道渐变段	877.674	878.013	22	0.3	76.158	76.139	83.882	83.874	0.015	
501	CH501-渠道渐变段-渠道渐变段	878.033	879.873	26	1	76.139	76.033	85.139	85.033	0.015	
502	CH502-渠道渐变段-泜河退水闸	879.923	882.061	22	2	76.033	75.948	84.033	83.948	0.014	
503	CH503-泜河退水闸-泜河梁式渡槽	882.061	882.334	22.5	2	75.948	75.908	83.590	83.522	0.015	
504	CH504-泜河梁式渡槽	882.349	882.654	21	0	76.15	76.07	83.520	83.466	0.015	
505	CH505-泜河梁式渡槽-渠道渐变段	882.742	884.523	23.4	2	75.708	75.641	83.466	83.400	0.015	
506	CH506-渠道渐变段-北盘石分水口	884.553	886.558	22.5	1.5	75.641	75.582	83.397	83.395	0.015	
507	CH507-北盘石分水口-黑沙村分水口	886.558	886.848	21	2	75.582	75.516	83.255	83.255	0.015	
508	CH508-黑沙村分水口-渠道渐变段	886.848	896.743	22	2	75.516	75.128	83.255	83.210	0.015	
509	CH509-渠道渐变段-午河退水闸	896.753	899.006	22	2	75.128	75.038	83.064	82.936	0.015	
510	CH510-午河退水闸-午河梁式渡槽	899.006	899.236	22	2	75.038	75.031	82.936	82.934	0.015	
511	CH511-午河渡槽进口渠段	899.226	899.246	22.5	0	75.211	75.211	82.211	82.211	0.015	
512	CH512-午河梁式渡槽	899.246	899.499	21	0	75.211	75.163	82.211	82.163	0.014	
513	CH513-午河梁式渡槽-泲河分水口	899.574	905.879	23.4	2	74.846	74.591	82.663	82.424	0.015	
514	CH514-泲河分水口-渠道渐变段	905.879	907.394	22	2	74.591	74.54	82.424	82.424	0.015	
515	CH515-渠道渐变段-泲河渡槽	907.414	908.204	24.5	2	74.54	74.5	82.424	82.334	0.015	
516	CH516-泲河渡槽	908.259	908.559	21	0	74.687	74.616	82.111	82.046	0.015	
517	CH517-渠道渐变段-渠道渐变段	908.644	910.607	23.4	2	74.297	74.231	82.046	82.016	0.015	
518	CH518-渠道渐变段-渠道渐变段	910.627	911.72	24.5	2.5	74.231	74.194	82.016	81.959	0.015	
519	CH519-渠道渐变段-渠道渐变段	911.74	914.97	22.5	2	74.194	74.085	81.959	81.851	0.015	
520	CH520-渠道渐变段-北马分水口	914.99	916.2	24.5	2	74.085	74.029	81.851	81.812	0.015	
521	CH521-北马分水口-渠道渐变段	916.2	917.31	20.5	2	74.029	73.984	81.812	81.812	0.015	
522	CH522-渠道渐变段-渠道渐变段	917.32	918.09	20.5	2	73.984	73.958	81.812	81.743	0.015	
523	CH523-渠道渐变段-渠道渐变段	918.12	919.52	24.5	2.75	73.958	73.910	81.743	81.733	0.015	
524	CH524-渠道渐变段-槐河(一)退水闸	919.54	919.721	21.5	2.5	73.910	73.902	81.733	81.733	0.015	
525	CH525-槐河(一)退水闸-槐河(一)倒虹吸	919.721	919.946	22.5	2.5	73.902	73.887	81.733	81.733	0.015	
526	CH526-槐河(一)倒虹吸出口渠道	920.738	920.76	19.5	0	71.500	71.500	78.000	78.000	0.015	
527	CH527-槐河(一)倒虹吸出口-渠道渐变段	920.82	921.4	22.5	1.75	73.512	73.488	81.383	81.318	0.015	
528	CH528-渠道渐变段-渠道渐变段	921.42	922.62	23	2	73.488	73.438	81.318	81.273	0.015	
529	CH529-渠道渐变段-槐河(二)渠道倒虹	922.66	923.345	22	1	73.438	73.436	81.273	81.272	0.015	
530	CH530-渠道渐变段-赵同分水口	923.726	924.799	24.5	2.5	73.231	73.195	81.062	81.062	0.015	
531	CH531-渠道渐变段-赵同分水口	924.819	928.088	22.5	2.5	73.195	73.083	81.062	80.922	0.015	
532	CH532-赵同分水口-渠道渐变段	928.088	928.922	22.5	2.5	73.083	73.048	80.898	80.898	0.015	
533	CH533-潴龙河渠道倒虹吸-渠道渐变段	929.272	931.853	22.5	2.5	72.883	72.796	80.726	80.726	0.015	
534	CH534-渠道渐变段-渠道渐变段	931.873	932.853	22.5	2	72.796	72.762	80.726	80.726	0.015	
535	CH535-渠道渐变段-渠道渐变段	932.873	935.153	24.5	2.5	72.762	72.686	80.726	80.726	0.015	
536	CH536-渠道渐变段-渠道渐变段	935.173	936.333	22.5	2	72.686	72.647	80.726	80.726	0.015	
537	CH537-渠道渐变段-渠道渐变段	936.353	937.553	24.5	2.5	72.647	72.606	80.726	80.552	0.015	
538	CH538-渠道渐变段-渠道渐变段	937.573	938.333	22.5	2	72.606	72.580	80.552	80.552	0.015	
539	CH539-渠道渐变段-北沙河倒虹吸	938.353	939.451	24.5	2.5	72.580	72.543	80.552	80.411	0.015	
540	CH540-北沙河渠道倒虹吸-万年分水口	939.865	940.292	22.5	2.5	72.354	72.338	80.229	80.213	0.015	
541	CH541-万年分水口-洨河退水闸	940.292	948.067	22.5	2.5	72.338	72.054	80.213	79.940	0.015	
542	CH542-渠道渐变段-洨河退水闸	948.857	949.223	23.5	2.5	72.054	72.040	79.940	79.936	0.015	
543	CH543-洨河退水闸-洨河渠道倒虹吸	949.223	949.406	22.5	2.5	72.040	72.040	79.936	79.936	0.015	
544	CH544-洨河渠道倒虹吸出口渠道	949.602	949.689	19.5	0	69.966	69.966	76.466	76.466	0.015	
545	CH545-洨河渠道倒虹吸-金河渠道倒虹吸	949.769	953.097	22.5	2.5	71.866	71.749	79.755	79.655	0.015	
546	CH546-金河渠道倒虹吸-上庄分水口	953.595	956.292	22.5	2.5	71.516	71.424	79.422	79.338	0.015	
547	CH547-上庄分水口-台头沟渠道倒虹吸	956.292	957.557	22.5	2.5	71.428	71.384	79.338	79.302	0.015	
548	CH548-台头沟渠道倒虹吸-渠道渐变段	958.023	959.057	23.4	2.5	71.218	71.182	79.080	79.080	0.015	
549	CH549-渠道渐变段-华柴暗渠	959.077	960.116	22.5	2.5	71.182	71.18	79.080	78.953	0.015	
550	CH550-华柴暗渠	960.176	960.766	24	0	69.175	69.751	77.175	77.751	0.014	
551	CH551-华柴暗渠-石太(一)暗渠	960.836	962.289	27	2.5	71.076	71.016	79.080	78.953	0.015	
552	CH552-渠道渐变段-石太(一)暗渠	962.319	963.67	19.5	2.5	71.016	70.869	79.016	78.869	0.014	
553	CH553-石太(一)暗渠	963.725	963.897	25.8	0	70.869	70.864	78.869	78.864	0.014	
554	CH554-石太(一)暗渠-石太(二)暗渠	963.972	964.5	25.8	0	70.853	70.755	78.853	78.755	0.014	
555	CH555-石太(二)暗渠	964.575	964.730	25.8	0	70.755	70.732	78.755	78.732	0.014	
556	CH556-康庄暗渠	964.778	964.916	25.8	0	69.732	69.7	78.655	78.655	0.015	
557	CH557-康庄暗渠-南新城分水口	964.978	966.263	14	2.5	70.735	70.652	78.655	78.636	0.015	
558	CH558-南新城分水口-田庄分水口	966.263	970.263	14	2.5	70.652	70.406	78.636	78.353	0.015	
559	CH559-田庄分水口-古运河暗渠进口	970.263	970.311	14	2.5	70.406	70.403	78.353	78.351	0.015	
560	CH560-古运河暗渠进口渠道	970.321	970.379	14	0	70.403	70.403	77.003	77.003	0.015	
561	CH561-古运河暗渠	970.379	970.888	19.8	0	70.403	70.337	78.167	78.167	0.015	
562	CH562-古运河暗渠-石津渠暗渠	970.948	971.781	22.2	2.5	70.244	70.202	78.167	78.124	0.015	
563	CH563-石津渠暗渠	971.851	972.001	19.8	0	70.202	70.179	78.002	77.979	0.014	
564	CH564-渠道渐变段-渠道渐变段	972.085	973.32	13.5	2.5	70.118	70.067	78.018	77.966	0.015	
565	CH565-渠道渐变段-滹沱河退水闸	973.33	977.801	13.5	3	70.067	69.870	77.966	77.771	0.015	
566	CH566-滹沱河退水闸-滹沱河倒虹吸	977.801	977.851	10	3	69.870	69.821	77.762	77.722	0.015	
567	CH567-滹沱河倒虹吸出口渠道	980.116	980.263	18	0	67.787	67.787	73.787	73.787	0.015	
568	CH568-渠道渐变段-永安分水口	980.353	983.866	20.4	3	69.987	69.841	76.878	76.732	0.015	
569	CH569-永安分水口-渠道渐变段	983.966	987.211	21	3	69.841	69.709	76.732	76.606	0.015	
570	CH570-渠道渐变段-磁河古道退水闸	987.231	989.591	20	2	69.709	69.614	76.606	76.496	0.015	
571	CH571-渠道渐变段-磁河古道退水闸	989.611	993.346	23.5	2.5	69.614	69.462	76.496	76.347	0.015	
572	CH572-磁河古道退水闸-渠道渐变段	993.346	997.411	21.5	2.5	69.462	69.302	76.347	76.225	0.015	
573	CH573-渠道渐变段-渠道渐变段	997.421	998.891	21.5	2	69.302	69.242	76.225	76.146	0.015	
574	CH574-渠道渐变段-磁河倒虹吸	998.911	1001.733	23.5	2.5	69.242	69.129	76.146	76.038	0.015	
575	CH575-磁河倒虹吸出口渠道	1002.169	1002.254	18	0	66.721	66.721	72.721	72.721	0.015	
576	CH576-磁河倒虹吸-西名村分水口	1002.312	1007.13	20.4	2.5	68.879	68.678	75.788	75.590	0.015	
577	CH577-渠道渐变段-西名村分水口	1007.33	1007.496	21.5	3	68.678	68.669	75.590	75.584	0.015	
578	CH578-西名村分水口-渠道渐变段	1007.496	1011.410	20	3	68.669	68.515	75.584	75.441	0.015	
579	CH579-渠道渐变段-沙河(北)退水闸	1011.42	1015.126	20	2.5	68.515	68.363	75.441	75.293	0.015	
580	CH580-沙河(北)退水闸-沙河北倒虹吸	1015.126	1015.275	21.5	2.5	68.363	68.360	75.290	75.290	0.015	
581	CH581-沙河北倒虹吸出口渠道	1017.385	1017.43	18	0	65.344	65.344	71.344	71.344	0.015	
582	CH582-渠道渐变段-渠道渐变段	1017.49	1019.095	20.4	2.5	67.574	67.510	74.442	74.442	0.015	
583	CH583-渠道渐变段-朔黄铁路涵洞	1019.115	1027.279	21.5	3	67.510	67.183	74.442	74.140	0.015	
584	CH584-朔黄铁路涵洞	1027.319	1027.420	19.5	0	67.183	67.026	75.183	75.026	0.014	
585	CH585-朔黄铁路涵洞-留营分水口	1027.475	1030.769	22	2.5	67.026	66.891	73.971	73.844	0.015	
586	CH586-留营分水口-孟良河倒虹吸	1030.769	1035.575	21.5	2.5	66.891	66.701	73.844	73.668	0.015	
587	CH587-孟良河渠道倒虹吸-中管头分水口	1035.975	1036.023	20.6	2.5	66.516	66.515	73.483	73.481	0.015	
588	CH588-中管头分水口-漠道沟倒虹吸	1036.023	1036.756	20	2.5	66.515	66.513	73.446	73.446	0.015	
589	CH589-漠道沟倒虹吸出口渠道	1036.963	1037.053	16.5	0	64.554	64.554	70.054	70.054	0.015	
590	CH590-渠道渐变段-唐河退水闸	1037.987	1044.822	15	3	66.284	66.008	72.990	72.990	0.015	
591	CH591-唐河退水闸-唐河渠道倒虹吸进口	1044.822	1045.131	15	3	66.008	65.998	72.990	72.981	0.015	
592	CH592-唐河倒虹吸出口-渠道渐变段	1046.196	1046.216	18.7	0	63.785	63.785	72.468	72.468	0.015	
593	CH593-渠道渐变段-渠道渐变段	1046.286	1047.175	18.7	2.5	65.985	65.953	72.468	72.438	0.015	
594	CH594-渠道渐变段-渠道渐变段	1047.185	1058.465	21.5	2	65.953	65.497	72.438	72.006	0.015	
595	CH595-渠道渐变段-高昌分水口	1058.485	1061.371	23	2.5	65.497	65.379	72.006	71.900	0.015	
596	CH596-渠道渐变段-高昌分水口	1061.371	1070.37	21.5	2.5	65.379	64.994	71.898	71.539	0.015	
597	CH597-高昌分水口-放水河渡槽进口	1070.37	1071.817	21.5	2.5	64.994	64.937	71.539	71.485	0.015	
598	CH598-放水河渡槽进口渠道	1071.827	1071.847	21	0	65.151	65.151	72.151	72.151	0.015	
599	CH599-放水河渡槽出口渠道	1071.847	1072.161	21	0	65.151	65.105	72.151	71.333	0.014	
600	CH600-放水河渡槽-曲逆中支退水闸	1072.201	1077.35	23	2.5	64.797	64.589	71.333	71.144	0.015	
601	CH601-曲逆中支退水闸-塔坡分水口	1077.35	1078.853	21.5	2.5	64.589	64.53	71.092	71.092	0.015	
602	CH602-渠道渐变段-塔坡分水口	1078.873	1079.569	21.5	2	64.53	64.492	71.092	71.056	0.015	
603	CH603-塔坡分水口-渠道渐变段	1079.569	1080.408	20	2	64.492	64.452	71.019	70.942	0.015	
604	CH604-渠道渐变段-渠道渐变段	1080.428	1082.930	20	2	64.452	64.361	71.019	70.942	0.015	
605	CH605-渠道渐变段-渠道渐变段	1082.950	1084.24	23	2.5	64.361	64.285	70.942	70.871	0.015	
606	CH606-渠道渐变段-蒲阳河退水闸	1084.26	1084.675	18.5	2.5	64.285	64.266	70.871	70.860	0.015	
607	CH607-蒲阳河退水闸-蒲阳河倒虹吸进口	1084.675	1084.794	21.5	2.5	64.266	64.264	70.859	70.859	0.015	
608	CH608-蒲阳河倒虹吸出口渠段	1085.024	1085.119	18	0	61.643	61.643	67.643	67.643	0.015	
609	CH609-蒲阳河倒虹吸-渠道渐变段	1085.189	1087.129	20.4	2	64.14	64.048	70.729	70.729	0.015	
610	CH610-渠道渐变段-渠道渐变段	1087.149	1089.258	21	1	64.048	63.942	70.729	70.586	0.015	
611	CH611-渠道渐变段-渠道渐变段	1089.278	1089.765	23	2	63.942	63.917	70.586	70.535	0.015	
612	CH612-渠道渐变段-渠道渐变段	1089.785	1092.511	20	2	63.917	63.807	70.535	70.439	0.015	
613	CH613-渠道渐变段-雾山一隧洞	1092.531	1094.454	23	2.5	63.807	63.711	70.439	70.355	0.015	
614	CH614-雾山一隧洞	1094.514	1095.169	15	0	62.711	62.583	68.911	68.783	0.014	
615	CH615-雾山一隧洞-雾山二隧洞	1095.259	1096.568	15	2.5	63.505	63.441	70.130	70.075	0.015	
616	CH616-雾山二隧洞	1096.628	1096.946	15	0	62.441	62.363	68.641	68.563	0.014	
617	CH617-雾山二隧洞-界河退水闸	1096.956	1096.976	15	2	62.363	62.363	68.563	68.563	0.014	
618	CH618-界河退水闸-界河倒虹吸进口	1096.976	1097.033	15	2	62.363	62.363	68.863	68.863	0.015	
619	CH619-界河倒虹吸出口-渠道渐变段	1097.679	1098.493	14.3	2	63.082	63.05	69.610	69.482	0.015	
620	CH620-渠道渐变段-渠道渐变段	1098.503	1101.427	21.5	2.5	63.050	62.902	69.610	69.482	0.015	
621	CH621-渠道渐变段-郑家佐分水口	1101.447	1104.313	18.5	2.5	62.902	62.785	69.482	69.378	0.015	
622	CH622-郑家佐分水口-吴庄隧洞	1104.313	1104.674	21.5	2.5	62.785	62.782	69.367	69.367	0.015	
623	CH623-吴庄隧洞	1104.685	1106.902	15.6	0	62.075	61.697	67.975	67.597	0.014	
624	CH624-吴庄隧洞出口-漕河渡槽进口	1106.982	1109.093	19.5	2.5	62.327	62.414	68.890	68.815	0.015	
625	CH625-漕河渡槽	1109.148	1110.149	18	0	62.414	61.848	67.814	67.248	0.014	
626	CH626-漕河渡槽出口-漕河退水闸	1110.159	1110.179	26.5	0	61.525	61.525	68.047	68.046	0.015	
627	CH627-漕河退水闸-岗头隧洞进口	1110.179	1112.074	26.5	0	61.525	60.588	69.325	68.388	0.015	
628	CH628-岗头隧洞	1112.074	1113.852	15.6	0	60.588	60.330	66.588	66.330	0.014	
629	CH629-岗头隧洞出口-渠道渐变段	1113.928	1114.195	34.2	0.75	61.143	61.128	67.635	67.610	0.015	
630	CH630-渠道渐变段-渠道渐变段	1114.235	1115.777	22.5	2	61.128	61.063	67.610	67.567	0.015	
631	CH631-渠道渐变段-渠道渐变段	1115.787	1117.234	20.5	2	61.063	60.990	67.521	67.466	0.015	
632	CH632-渠道渐变段-刘庄分水口	1117.254	1117.631	18.5	0.75	60.990	60.968	67.466	67.442	0.015	
633	CH633-刘庄分水口-渠道渐变段	1117.631	1117.864	22.5	0.75	60.968	60.958	67.442	67.409	0.015	
634	CH634-渠道渐变段-渠道渐变段	1117.894	1119.274	22.5	2	60.958	60.888	67.442	67.409	0.015	
635	CH635-渠道渐变段-西黑山分水口	1119.294	1121.72	18.5	2.5	60.888	60.785	67.409	67.305	0.015	
636	CH636-西黑山节制闸-渠道渐变段	1121.72	1121.84	19.5	2.5	60.785	60.783	67.305	67.291	0.015	
637	CH637-西黑山节制闸出口渠段	1121.84	1121.955	30.8	2.5	60.783	60.783	67.291	67.291	0.015	
638	CH638-西黑山节制闸-渠道渐变段	1121.995	1124.694	14.5	2.5	60.679	60.570	67.291	67.024	0.015	
639	CH639-渠道渐变段-渠道渐变段	1124.704	1127.642	14.5	2.5	60.570	60.470	67.024	66.921	0.015	
640	CH640-渠道渐变段-釜山隧洞进口	1127.682	1127.930	16.5	1	60.470	60.459	66.921	66.888	0.015	
641	CH641-釜山隧洞	1127.957	1130.466	14.6	0	59.859	59.516	65.559	65.216	0.014	
642	CH642-釜山隧洞出口-渠道渐变段	1130.541	1130.652	17	2	60.050	60.043	66.423	66.416	0.015	
643	CH643-渠道渐变段-渠道渐变段	1130.692	1131.392	17	2	60.043	60.019	66.329	66.212	0.015	
644	CH644-渠道渐变段-渠道渐变段	1131.412	1132.761	18	1	60.019	59.967	66.212	66.208	0.015	
645	CH645-渠道渐变段-瀑河退水闸	1132.791	1135.088	20	2	59.967	59.888	66.208	66.208	0.015	
646	CH646-瀑河退水闸-瀑河倒虹吸进口	1135.088	1135.715	18	2	59.888	59.877	66.208	66.183	0.015	
647	CH647-瀑河渠道倒虹吸出口渠道	1136.841	1136.895	10	0	57.492	57.492	62.992	62.992	0.011	
648	CH648-瀑河渠道倒虹吸出口节制闸-渠道渐变段	1136.905	1143.489	11.1	2.5	59.767	59.547	65.882	65.655	0.011	
649	CH649-渠道渐变段-渠道渐变段	1143.509	1144.389	10	1	59.547	59.513	65.655	65.616	0.011	
650	CH650-渠道渐变段起点-渠道渐变段起点	1144.399	1144.717	12.5	1	59.513	59.499	65.616	65.592	0.011	
651	CH651-渠道渐变段-中易水渠道倒虹吸进口	1144.737	1145.907	12	2	59.499	59.454	65.592	65.518	0.011	
652	CH652-中易水渠道倒虹吸-渠道渐变段	1147.57	1148.565	11.2	2.5	59.207	59.167	65.310	65.126	0.011	
653	CH653-渠道渐变段-西市隧洞进口	1148.570	1152.516	7.5	2.5	59.167	59.008	65.126	63.708	0.011	
654	CH654-西市隧洞	1152.826	1153.326	9.8	0	58.998	58.879	63.698	63.579	0.011	
655	CH655-渠道渐变段-渠道渐变段	1153.386	1153.926	9.8	1.5	58.814	58.788	64.855	64.809	0.011	
656	CH656-渠道渐变段-渠道渐变段	1153.946	1154.071	9.5	2	58.788	58.737	64.809	64.739	0.011	
657	CH657-渠道渐变段-荆柯山分水口	1154.091	1156.414	9	0.8	58.737	58.676	64.739	64.739	0.011	
658	CH658-荆柯山分水口-北易水退水闸	1156.414	1157.002	7.5	2.5	58.676	58.652	64.739	64.723	0.011	
659	CH659-北易水退水闸-北易水倒虹吸	1157.002	1157.130	7.5	2.5	58.652	58.649	64.723	64.721	0.011	
660	CH660-北易水倒虹出口-渠道渐变段	1157.652	1157.69	12.1	0	55.764	55.764	64.764	64.764	0.012	
661	CH661-渠道渐变段-厂城倒虹进口	1157.735	1157.989	12.1	2.5	58.542	58.43	64.589	64.477	0.012	
662	CH662-厂城渠道倒虹吸出口-渠道渐变段	1158.291	1160.515	12.1	2.5	58.519	58.429	64.589	64.477	0.012	
663	CH663-渠道渐变段-渠道渐变段	1160.545	1161.275	7.5	1	58.429	58.39	64.477	64.427	0.012	
664	CH664-渠道渐变段-七里庄沟渠道倒虹吸进口	1161.315	1163.186	11	2.5	58.39	58.315	64.427	64.354	0.012	
665	CH665-七里庄沟倒虹吸-渠道渐变段	1163.482	1164.714	12.1	2.5	58.246	58.195	64.282	64.235	0.012	
666	CH666-渠道渐变段-渠道渐变段	1164.744	1165.573	7.5	1	58.195	58.154	64.282	64.235	0.012	
667	CH667-渠道渐变段-渠道渐变段	1165.583	1166.943	11	0.75	58.154	58.084	64.235	64.103	0.012	
668	CH668-渠道渐变段-渠道渐变段	1166.973	1168.153	12	2	58.084	58.029	64.103	64.053	0.012	
669	CH669-渠道渐变段-马头沟渠道倒虹吸进口	1168.173	1169.827	8	2.5	58.029	57.96	64.053	63.978	0.012	
670	CH670-马头沟倒虹吸-坟庄河倒虹吸	1170.224	1172.13	12.1	2.5	57.866	57.788	63.882	63.791	0.012	
671	CH671-渠道渐变段-渠道渐变段	1172.412	1172.428	11.9	0	55.596	57.696	63.676	63.676	0.013	
672	CH672-渠道渐变段-渠道渐变段	1172.438	1174.771	11.9	2.5	57.696	57.601	63.676	63.586	0.013	
673	CH673-渠道渐变段-渠道渐变段	1174.801	1175.231	7.5	0.75	57.601	57.575	63.586	63.533	0.013	
674	CH674-渠道渐变段-渠道渐变段	1175.271	1176.371	11	2	57.575	57.519	63.533	63.476	0.013	
675	CH675-渠道渐变段-渠道渐变段	1176.391	1177.77	7.5	0.5	57.519	57.448	63.476	63.393	0.013	
676	CH676-渠道渐变段-渠道渐变段	1177.8	1178.82	13	2	57.448	57.407	63.393	63.356	0.013	
677	CH677-渠道渐变段-下车亭隧洞	1178.84	1179.107	9	0.75	57.407	57.395	63.356	63.328	0.013	
678	CH678-下车亭隧洞	1179.163	1179.868	12.8	0	56.795	56.714	63.195	63.114	0.013	
679	CH679-下车亭隧洞-下车亭分水口	1179.939	1180.707	13	2	57.202	57.168	63.202	63.188	0.013	
680	CH680-下车亭分水口-渠道渐变段	1180.707	1183.357	8.5	2	57.168	57.06	63.168	63.049	0.013	
681	CH681-渠道渐变段终点-水北沟退水闸	1183.367	1184.713	8.5	2.5	57.06	57.001	63.049	62.985	0.013	
682	CH682-水北沟退水闸-水北沟渡槽	1184.713	1184.878	7	2.5	57.001	56.997	62.983	62.983	0.013	
683	CH683-水北沟渡槽	1184.916	1185.036	13	0	57.364	57.345	61.597	61.516	0.013	
684	CH684-水北沟渡槽-南距马河倒虹吸	1185.089	1191.083	13	2.5	56.916	56.676	62.879	62.614	0.013	
685	CH685-南拒马河倒虹吸-北拒马河南支倒虹吸	1191.891	1193.985	11.4	2.5	56.43	56.346	62.369	62.271	0.013	
686	CH686-北拒马河南支渠道倒虹吸-三岔沟分水口	1194.8	1195.724	11.1	2.5	56.619	56.578	62.879	62.614	0.013	
687	CH687-三岔沟分水口-北拒马河退水闸	1195.724	1197.636	11	2.5	56.578	55.974	62.369	62.369	0.013	
688	CH688-北拒马河退水闸-北拒马河节制闸	1197.636	1197.669	12.7	0	55.974	55.974	62.369	62.271	0.013	
渐变段参数数组	名称	进口里程	出口里程	局部水力损失	局部水力损失						
1	JBD1-渠道渐变段	4.59	4.61	0.1	0						
2	JBD2-渠道渐变段	8.013	8.033	0.1	0						
3	JBD3-渠道渐变段	11.99	12.01	0.1	0						
4	JBD4-渠道渐变段	13.765	13.805	0.1	0						
5	JBD5-刁河渡槽进口渐变段	14.580	14.61	0.15	0						
6	JBD6-刁河渡槽出口渐变段	15.051	15.121	0.4	0						
7	JBD7-渠道渐变段	26.8	26.83	0.1	0						
8	JBD8-渠道渐变段	28.385	28.415	0.1	0						
9	JBD9-湍河渡槽进口渐变段	36.404	36.434	0.15	0						
10	JBD10-湍河渡槽出口渐变段	37.244	37.299	0.4	0						
11	JBD11-渠道渐变段	40.9	40.95	0.1	0						
12	JBD12-渠道渐变段	47	47.05	0.1	0						
13	JBD13-严陵河渡槽进口渐变段	48.741	48.771	0.1	0						
14	JBD14-严陵河渡槽出口渐变段	49.101	49.161	0.4	0						
15	JBD15-渠道渐变段	50.09	50.1	0.1	0						
16	JBD16-渠道渐变段	57.085	57.115	0.1	0						
17	JBD17-渠道渐变段	59.035	59.065	0.1	0						
18	JBD18-渠道渐变段	63.835	63.865	0.1	0						
19	JBD19-渠道渐变段	66.800	66.85	0.1	0						
20	JBD20-西赵河渠倒虹进口渐变段	69.521	69.605	0.1	0						
21	JBD21-西赵河渠倒虹出口渐变段	69.789	69.872	0.1	0						
22	JBD22-淇河渠倒虹进口渐变段	74.367	74.431	0.15	0						
23	JBD23-淇河渠倒虹出口渐变段	74.661	74.721	0.4	0						
24	JBD24-渠道渐变段	85.750	85.8	0.1	0						
25	JBD25-潦河渡槽进口渐变段	88.014	88.074	0.15	0						
26	JBD26-潦河渡槽出口渐变段	88.337	88.377	0.4	0						
27	JBD27-渠道渐变段	91.500	91.56	0.1	0						
28	JBD28-宁西铁路西南联络线涵洞（一）进口渐变段	92.202	92.262	0.15	0.1						
29	JBD29-宁西铁路西南联络线涵洞（一）出口渐变段	92.356	92.416	0.4	0.1						
30	JBD30-宁西铁路西南联络线涵洞（二）进口渐变段	92.606	92.666	0.15	0.1						
31	JBD31-宁西铁路西南联络线涵洞（二）出口渐变段	92.951	93.011	0.4	0.1						
32	JBD32-渠道渐变段	93.600	93.650	0.1	0						
33	JBD33-渠道渐变段	94.420	94.45	0.1	0						
34	JBD34-渠道渐变段	95.270	95.3	0.1	0						
35	JBD35-十二里河进口渐变段	96.991	97.023	0.1	0						
36	JBD36-十二里河出口渐变段	97.157	97.232	0.15	0						
37	JBD37-渠道渐变段	98.835	98.865	0.1	0						
38	JBD38-渠道渐变段	99.595	99.625	0.1	0						
39	JBD39-娃娃河渠倒虹进口渐变段	102.671	102.735	0.1	0						
40	JBD40-娃娃河渠倒虹出口渐变段	102.843	102.926	0.1	0						
41	JBD41-梅溪河渠倒虹进口渐变段	103.421	103.485	0.1	0						
42	JBD42-梅溪河渠倒虹出口渐变段	103.616	103.699	0.1	0						
43	JBD43-白河渠倒虹进口渐变段	115.25	115.254	0.1	0						
44	JBD44-白河渠倒虹出口渐变段	116.456	116.477	0.4	0						
45	JBD45-白条河渠倒虹进口渐变段	120.160	120.224	0.15	0						
46	JBD46-白条河渠倒虹渐变段	120.34	120.423	0.1	0						
47	JBD47-渠道渐变段	133.335	133.365	0.1	0						
48	JBD48-渠道渐变段	135.735	135.765	0.1	0						
49	JBD49-东赵河渠倒虹进口渐变段	136.818	136.882	0.15	0						
50	JBD50-东赵河渠倒虹出口渐变段	137.133	137.193	0.1	0						
51	JBD51-渠道渐变段	138.315	138.345	0.1	0						
52	JBD52-渠道渐变段	141.185	141.215	0.1	0						
53	JBD53-清河渠倒虹进口渐变段	147.607	147.671	0.15	0						
